WTK	ID
"POLYGON ((10.60985075 44.6774998, 10.60985075 44.6811041, 10.615508700000001 44.6811041, 10.615508700000001 44.6774998, 10.60985075 44.6774998))"	6,5
"POLYGON ((10.615508700000001 44.6774998, 10.615508700000001 44.6811041, 10.621166650000001 44.6811041, 10.621166650000001 44.6774998, 10.615508700000001 44.6774998))"	6,6
"POLYGON ((10.621166650000001 44.6774998, 10.621166650000001 44.6811041, 10.6268246 44.6811041, 10.6268246 44.6774998, 10.621166650000001 44.6774998))"	6,7
"POLYGON ((10.6268246 44.6774998, 10.6268246 44.6811041, 10.63248255 44.6811041, 10.63248255 44.6774998, 10.6268246 44.6774998))"	6,8
"POLYGON ((10.63248255 44.6774998, 10.63248255 44.6811041, 10.6381405 44.6811041, 10.6381405 44.6774998, 10.63248255 44.6774998))"	6,9
"POLYGON ((10.581561 44.6811041, 10.581561 44.6847084, 10.58721895 44.6847084, 10.58721895 44.6811041, 10.581561 44.6811041))"	7,0
"POLYGON ((10.58721895 44.6811041, 10.58721895 44.6847084, 10.5928769 44.6847084, 10.5928769 44.6811041, 10.58721895 44.6811041))"	7,1
"POLYGON ((10.6381405 44.6811041, 10.6381405 44.6847084, 10.64379845 44.6847084, 10.64379845 44.6811041, 10.6381405 44.6811041))"	7,10
"POLYGON ((10.64379845 44.6811041, 10.64379845 44.6847084, 10.6494564 44.6847084, 10.6494564 44.6811041, 10.64379845 44.6811041))"	7,11
"POLYGON ((10.6494564 44.6811041, 10.6494564 44.6847084, 10.65511435 44.6847084, 10.65511435 44.6811041, 10.6494564 44.6811041))"	7,12
"POLYGON ((10.65511435 44.6811041, 10.65511435 44.6847084, 10.6607723 44.6847084, 10.6607723 44.6811041, 10.65511435 44.6811041))"	7,13
"POLYGON ((10.6607723 44.6811041, 10.6607723 44.6847084, 10.666430250000001 44.6847084, 10.666430250000001 44.6811041, 10.6607723 44.6811041))"	7,14
"POLYGON ((10.666430250000001 44.6811041, 10.666430250000001 44.6847084, 10.672088200000001 44.6847084, 10.672088200000001 44.6811041, 10.666430250000001 44.6811041))"	7,15
"POLYGON ((10.672088200000001 44.6811041, 10.672088200000001 44.6847084, 10.67774615 44.6847084, 10.67774615 44.6811041, 10.672088200000001 44.6811041))"	7,16
"POLYGON ((10.67774615 44.6811041, 10.67774615 44.6847084, 10.6834041 44.6847084, 10.6834041 44.6811041, 10.67774615 44.6811041))"	7,17
"POLYGON ((10.6834041 44.6811041, 10.6834041 44.6847084, 10.68906205 44.6847084, 10.68906205 44.6811041, 10.6834041 44.6811041))"	7,18
"POLYGON ((10.68906205 44.6811041, 10.68906205 44.6847084, 10.69472 44.6847084, 10.69472 44.6811041, 10.68906205 44.6811041))"	7,19
"POLYGON ((10.5928769 44.6811041, 10.5928769 44.6847084, 10.59853485 44.6847084, 10.59853485 44.6811041, 10.5928769 44.6811041))"	7,2
"POLYGON ((10.59853485 44.6811041, 10.59853485 44.6847084, 10.6041928 44.6847084, 10.6041928 44.6811041, 10.59853485 44.6811041))"	7,3
"POLYGON ((10.6041928 44.6811041, 10.6041928 44.6847084, 10.60985075 44.6847084, 10.60985075 44.6811041, 10.6041928 44.6811041))"	7,4
"POLYGON ((10.60985075 44.6811041, 10.60985075 44.6847084, 10.615508700000001 44.6847084, 10.615508700000001 44.6811041, 10.60985075 44.6811041))"	7,5
"POLYGON ((10.615508700000001 44.6811041, 10.615508700000001 44.6847084, 10.621166650000001 44.6847084, 10.621166650000001 44.6811041, 10.615508700000001 44.6811041))"	7,6
"POLYGON ((10.621166650000001 44.6811041, 10.621166650000001 44.6847084, 10.6268246 44.6847084, 10.6268246 44.6811041, 10.621166650000001 44.6811041))"	7,7
"POLYGON ((10.6268246 44.6811041, 10.6268246 44.6847084, 10.63248255 44.6847084, 10.63248255 44.6811041, 10.6268246 44.6811041))"	7,8
"POLYGON ((10.63248255 44.6811041, 10.63248255 44.6847084, 10.6381405 44.6847084, 10.6381405 44.6811041, 10.63248255 44.6811041))"	7,9
"POLYGON ((10.581561 44.6847084, 10.581561 44.6883127, 10.58721895 44.6883127, 10.58721895 44.6847084, 10.581561 44.6847084))"	8,0
"POLYGON ((10.58721895 44.6847084, 10.58721895 44.6883127, 10.5928769 44.6883127, 10.5928769 44.6847084, 10.58721895 44.6847084))"	8,1
"POLYGON ((10.6381405 44.6847084, 10.6381405 44.6883127, 10.64379845 44.6883127, 10.64379845 44.6847084, 10.6381405 44.6847084))"	8,10
"POLYGON ((10.64379845 44.6847084, 10.64379845 44.6883127, 10.6494564 44.6883127, 10.6494564 44.6847084, 10.64379845 44.6847084))"	8,11
"POLYGON ((10.6494564 44.6847084, 10.6494564 44.6883127, 10.65511435 44.6883127, 10.65511435 44.6847084, 10.6494564 44.6847084))"	8,12
"POLYGON ((10.65511435 44.6847084, 10.65511435 44.6883127, 10.6607723 44.6883127, 10.6607723 44.6847084, 10.65511435 44.6847084))"	8,13
"POLYGON ((10.6607723 44.6847084, 10.6607723 44.6883127, 10.666430250000001 44.6883127, 10.666430250000001 44.6847084, 10.6607723 44.6847084))"	8,14
"POLYGON ((10.666430250000001 44.6847084, 10.666430250000001 44.6883127, 10.672088200000001 44.6883127, 10.672088200000001 44.6847084, 10.666430250000001 44.6847084))"	8,15
"POLYGON ((10.672088200000001 44.6847084, 10.672088200000001 44.6883127, 10.67774615 44.6883127, 10.67774615 44.6847084, 10.672088200000001 44.6847084))"	8,16
"POLYGON ((10.67774615 44.6847084, 10.67774615 44.6883127, 10.6834041 44.6883127, 10.6834041 44.6847084, 10.67774615 44.6847084))"	8,17
"POLYGON ((10.6834041 44.6847084, 10.6834041 44.6883127, 10.68906205 44.6883127, 10.68906205 44.6847084, 10.6834041 44.6847084))"	8,18
"POLYGON ((10.68906205 44.6847084, 10.68906205 44.6883127, 10.69472 44.6883127, 10.69472 44.6847084, 10.68906205 44.6847084))"	8,19
"POLYGON ((10.5928769 44.6847084, 10.5928769 44.6883127, 10.59853485 44.6883127, 10.59853485 44.6847084, 10.5928769 44.6847084))"	8,2
"POLYGON ((10.59853485 44.6847084, 10.59853485 44.6883127, 10.6041928 44.6883127, 10.6041928 44.6847084, 10.59853485 44.6847084))"	8,3
"POLYGON ((10.6041928 44.6847084, 10.6041928 44.6883127, 10.60985075 44.6883127, 10.60985075 44.6847084, 10.6041928 44.6847084))"	8,4
"POLYGON ((10.60985075 44.6847084, 10.60985075 44.6883127, 10.615508700000001 44.6883127, 10.615508700000001 44.6847084, 10.60985075 44.6847084))"	8,5
"POLYGON ((10.615508700000001 44.6847084, 10.615508700000001 44.6883127, 10.621166650000001 44.6883127, 10.621166650000001 44.6847084, 10.615508700000001 44.6847084))"	8,6
"POLYGON ((10.621166650000001 44.6847084, 10.621166650000001 44.6883127, 10.6268246 44.6883127, 10.6268246 44.6847084, 10.621166650000001 44.6847084))"	8,7
"POLYGON ((10.6268246 44.6847084, 10.6268246 44.6883127, 10.63248255 44.6883127, 10.63248255 44.6847084, 10.6268246 44.6847084))"	8,8
"POLYGON ((10.63248255 44.6847084, 10.63248255 44.6883127, 10.6381405 44.6883127, 10.6381405 44.6847084, 10.63248255 44.6847084))"	8,9
"POLYGON ((10.581561 44.6883127, 10.581561 44.691917000000004, 10.58721895 44.691917000000004, 10.58721895 44.6883127, 10.581561 44.6883127))"	9,0
"POLYGON ((10.58721895 44.6883127, 10.58721895 44.691917000000004, 10.5928769 44.691917000000004, 10.5928769 44.6883127, 10.58721895 44.6883127))"	9,1
"POLYGON ((10.6381405 44.6883127, 10.6381405 44.691917000000004, 10.64379845 44.691917000000004, 10.64379845 44.6883127, 10.6381405 44.6883127))"	9,10
"POLYGON ((10.64379845 44.6883127, 10.64379845 44.691917000000004, 10.6494564 44.691917000000004, 10.6494564 44.6883127, 10.64379845 44.6883127))"	9,11
"POLYGON ((10.6494564 44.6883127, 10.6494564 44.691917000000004, 10.65511435 44.691917000000004, 10.65511435 44.6883127, 10.6494564 44.6883127))"	9,12
"POLYGON ((10.65511435 44.6883127, 10.65511435 44.691917000000004, 10.6607723 44.691917000000004, 10.6607723 44.6883127, 10.65511435 44.6883127))"	9,13
"POLYGON ((10.6607723 44.6883127, 10.6607723 44.691917000000004, 10.666430250000001 44.691917000000004, 10.666430250000001 44.6883127, 10.6607723 44.6883127))"	9,14
"POLYGON ((10.666430250000001 44.6883127, 10.666430250000001 44.691917000000004, 10.672088200000001 44.691917000000004, 10.672088200000001 44.6883127, 10.666430250000001 44.6883127))"	9,15
"POLYGON ((10.672088200000001 44.6883127, 10.672088200000001 44.691917000000004, 10.67774615 44.691917000000004, 10.67774615 44.6883127, 10.672088200000001 44.6883127))"	9,16
"POLYGON ((10.67774615 44.6883127, 10.67774615 44.691917000000004, 10.6834041 44.691917000000004, 10.6834041 44.6883127, 10.67774615 44.6883127))"	9,17
"POLYGON ((10.6834041 44.6883127, 10.6834041 44.691917000000004, 10.68906205 44.691917000000004, 10.68906205 44.6883127, 10.6834041 44.6883127))"	9,18
"POLYGON ((10.68906205 44.6883127, 10.68906205 44.691917000000004, 10.69472 44.691917000000004, 10.69472 44.6883127, 10.68906205 44.6883127))"	9,19
"POLYGON ((10.5928769 44.6883127, 10.5928769 44.691917000000004, 10.59853485 44.691917000000004, 10.59853485 44.6883127, 10.5928769 44.6883127))"	9,2
"POLYGON ((10.59853485 44.6883127, 10.59853485 44.691917000000004, 10.6041928 44.691917000000004, 10.6041928 44.6883127, 10.59853485 44.6883127))"	9,3
"POLYGON ((10.6041928 44.6883127, 10.6041928 44.691917000000004, 10.60985075 44.691917000000004, 10.60985075 44.6883127, 10.6041928 44.6883127))"	9,4
"POLYGON ((10.60985075 44.6883127, 10.60985075 44.691917000000004, 10.615508700000001 44.691917000000004, 10.615508700000001 44.6883127, 10.60985075 44.6883127))"	9,5
"POLYGON ((10.615508700000001 44.6883127, 10.615508700000001 44.691917000000004, 10.621166650000001 44.691917000000004, 10.621166650000001 44.6883127, 10.615508700000001 44.6883127))"	9,6
"POLYGON ((10.621166650000001 44.6883127, 10.621166650000001 44.691917000000004, 10.6268246 44.691917000000004, 10.6268246 44.6883127, 10.621166650000001 44.6883127))"	9,7
"POLYGON ((10.6268246 44.6883127, 10.6268246 44.691917000000004, 10.63248255 44.691917000000004, 10.63248255 44.6883127, 10.6268246 44.6883127))"	9,8
"POLYGON ((10.63248255 44.6883127, 10.63248255 44.691917000000004, 10.6381405 44.691917000000004, 10.6381405 44.6883127, 10.63248255 44.6883127))"	9,9
