WTK	ID
"POLYGON ((10.6834041 44.663082599999996, 10.6834041 44.6702912, 10.69472 44.6702912, 10.69472 44.663082599999996, 10.6834041 44.663082599999996))"	1,9
"POLYGON ((10.581561 44.6702912, 10.581561 44.6774998, 10.5928769 44.6774998, 10.5928769 44.6702912, 10.581561 44.6702912))"	2,0
"POLYGON ((10.5928769 44.6702912, 10.5928769 44.6774998, 10.6041928 44.6774998, 10.6041928 44.6702912, 10.5928769 44.6702912))"	2,1
"POLYGON ((10.6041928 44.6702912, 10.6041928 44.6774998, 10.615508700000001 44.6774998, 10.615508700000001 44.6702912, 10.6041928 44.6702912))"	2,2
"POLYGON ((10.615508700000001 44.6702912, 10.615508700000001 44.6774998, 10.6268246 44.6774998, 10.6268246 44.6702912, 10.615508700000001 44.6702912))"	2,3
"POLYGON ((10.6268246 44.6702912, 10.6268246 44.6774998, 10.6381405 44.6774998, 10.6381405 44.6702912, 10.6268246 44.6702912))"	2,4
"POLYGON ((10.6381405 44.6702912, 10.6381405 44.6774998, 10.6494564 44.6774998, 10.6494564 44.6702912, 10.6381405 44.6702912))"	2,5
"POLYGON ((10.6494564 44.6702912, 10.6494564 44.6774998, 10.6607723 44.6774998, 10.6607723 44.6702912, 10.6494564 44.6702912))"	2,6
"POLYGON ((10.6607723 44.6702912, 10.6607723 44.6774998, 10.672088200000001 44.6774998, 10.672088200000001 44.6702912, 10.6607723 44.6702912))"	2,7
"POLYGON ((10.672088200000001 44.6702912, 10.672088200000001 44.6774998, 10.6834041 44.6774998, 10.6834041 44.6702912, 10.672088200000001 44.6702912))"	2,8
"POLYGON ((10.6834041 44.6702912, 10.6834041 44.6774998, 10.69472 44.6774998, 10.69472 44.6702912, 10.6834041 44.6702912))"	2,9
"POLYGON ((10.581561 44.6774998, 10.581561 44.6847084, 10.5928769 44.6847084, 10.5928769 44.6774998, 10.581561 44.6774998))"	3,0
"POLYGON ((10.5928769 44.6774998, 10.5928769 44.6847084, 10.6041928 44.6847084, 10.6041928 44.6774998, 10.5928769 44.6774998))"	3,1
"POLYGON ((10.6041928 44.6774998, 10.6041928 44.6847084, 10.615508700000001 44.6847084, 10.615508700000001 44.6774998, 10.6041928 44.6774998))"	3,2
"POLYGON ((10.615508700000001 44.6774998, 10.615508700000001 44.6847084, 10.6268246 44.6847084, 10.6268246 44.6774998, 10.615508700000001 44.6774998))"	3,3
"POLYGON ((10.6268246 44.6774998, 10.6268246 44.6847084, 10.6381405 44.6847084, 10.6381405 44.6774998, 10.6268246 44.6774998))"	3,4
"POLYGON ((10.6381405 44.6774998, 10.6381405 44.6847084, 10.6494564 44.6847084, 10.6494564 44.6774998, 10.6381405 44.6774998))"	3,5
"POLYGON ((10.6494564 44.6774998, 10.6494564 44.6847084, 10.6607723 44.6847084, 10.6607723 44.6774998, 10.6494564 44.6774998))"	3,6
"POLYGON ((10.6607723 44.6774998, 10.6607723 44.6847084, 10.672088200000001 44.6847084, 10.672088200000001 44.6774998, 10.6607723 44.6774998))"	3,7
"POLYGON ((10.672088200000001 44.6774998, 10.672088200000001 44.6847084, 10.6834041 44.6847084, 10.6834041 44.6774998, 10.672088200000001 44.6774998))"	3,8
"POLYGON ((10.6834041 44.6774998, 10.6834041 44.6847084, 10.69472 44.6847084, 10.69472 44.6774998, 10.6834041 44.6774998))"	3,9
"POLYGON ((10.581561 44.6847084, 10.581561 44.691917000000004, 10.5928769 44.691917000000004, 10.5928769 44.6847084, 10.581561 44.6847084))"	4,0
"POLYGON ((10.5928769 44.6847084, 10.5928769 44.691917000000004, 10.6041928 44.691917000000004, 10.6041928 44.6847084, 10.5928769 44.6847084))"	4,1
"POLYGON ((10.6041928 44.6847084, 10.6041928 44.691917000000004, 10.615508700000001 44.691917000000004, 10.615508700000001 44.6847084, 10.6041928 44.6847084))"	4,2
"POLYGON ((10.615508700000001 44.6847084, 10.615508700000001 44.691917000000004, 10.6268246 44.691917000000004, 10.6268246 44.6847084, 10.615508700000001 44.6847084))"	4,3
"POLYGON ((10.6268246 44.6847084, 10.6268246 44.691917000000004, 10.6381405 44.691917000000004, 10.6381405 44.6847084, 10.6268246 44.6847084))"	4,4
"POLYGON ((10.6381405 44.6847084, 10.6381405 44.691917000000004, 10.6494564 44.691917000000004, 10.6494564 44.6847084, 10.6381405 44.6847084))"	4,5
"POLYGON ((10.6494564 44.6847084, 10.6494564 44.691917000000004, 10.6607723 44.691917000000004, 10.6607723 44.6847084, 10.6494564 44.6847084))"	4,6
"POLYGON ((10.6607723 44.6847084, 10.6607723 44.691917000000004, 10.672088200000001 44.691917000000004, 10.672088200000001 44.6847084, 10.6607723 44.6847084))"	4,7
"POLYGON ((10.672088200000001 44.6847084, 10.672088200000001 44.691917000000004, 10.6834041 44.691917000000004, 10.6834041 44.6847084, 10.672088200000001 44.6847084))"	4,8
"POLYGON ((10.6834041 44.6847084, 10.6834041 44.691917000000004, 10.69472 44.691917000000004, 10.69472 44.6847084, 10.6834041 44.6847084))"	4,9
"POLYGON ((10.581561 44.691917000000004, 10.581561 44.6991256, 10.5928769 44.6991256, 10.5928769 44.691917000000004, 10.581561 44.691917000000004))"	5,0
"POLYGON ((10.5928769 44.691917000000004, 10.5928769 44.6991256, 10.6041928 44.6991256, 10.6041928 44.691917000000004, 10.5928769 44.691917000000004))"	5,1
"POLYGON ((10.6041928 44.691917000000004, 10.6041928 44.6991256, 10.615508700000001 44.6991256, 10.615508700000001 44.691917000000004, 10.6041928 44.691917000000004))"	5,2
"POLYGON ((10.615508700000001 44.691917000000004, 10.615508700000001 44.6991256, 10.6268246 44.6991256, 10.6268246 44.691917000000004, 10.615508700000001 44.691917000000004))"	5,3
"POLYGON ((10.6268246 44.691917000000004, 10.6268246 44.6991256, 10.6381405 44.6991256, 10.6381405 44.691917000000004, 10.6268246 44.691917000000004))"	5,4
"POLYGON ((10.6381405 44.691917000000004, 10.6381405 44.6991256, 10.6494564 44.6991256, 10.6494564 44.691917000000004, 10.6381405 44.691917000000004))"	5,5
"POLYGON ((10.6494564 44.691917000000004, 10.6494564 44.6991256, 10.6607723 44.6991256, 10.6607723 44.691917000000004, 10.6494564 44.691917000000004))"	5,6
"POLYGON ((10.6607723 44.691917000000004, 10.6607723 44.6991256, 10.672088200000001 44.6991256, 10.672088200000001 44.691917000000004, 10.6607723 44.691917000000004))"	5,7
"POLYGON ((10.672088200000001 44.691917000000004, 10.672088200000001 44.6991256, 10.6834041 44.6991256, 10.6834041 44.691917000000004, 10.672088200000001 44.691917000000004))"	5,8
"POLYGON ((10.6834041 44.691917000000004, 10.6834041 44.6991256, 10.69472 44.6991256, 10.69472 44.691917000000004, 10.6834041 44.691917000000004))"	5,9
"POLYGON ((10.581561 44.6991256, 10.581561 44.7063342, 10.5928769 44.7063342, 10.5928769 44.6991256, 10.581561 44.6991256))"	6,0
"POLYGON ((10.5928769 44.6991256, 10.5928769 44.7063342, 10.6041928 44.7063342, 10.6041928 44.6991256, 10.5928769 44.6991256))"	6,1
"POLYGON ((10.6041928 44.6991256, 10.6041928 44.7063342, 10.615508700000001 44.7063342, 10.615508700000001 44.6991256, 10.6041928 44.6991256))"	6,2
"POLYGON ((10.615508700000001 44.6991256, 10.615508700000001 44.7063342, 10.6268246 44.7063342, 10.6268246 44.6991256, 10.615508700000001 44.6991256))"	6,3
"POLYGON ((10.6268246 44.6991256, 10.6268246 44.7063342, 10.6381405 44.7063342, 10.6381405 44.6991256, 10.6268246 44.6991256))"	6,4
"POLYGON ((10.6381405 44.6991256, 10.6381405 44.7063342, 10.6494564 44.7063342, 10.6494564 44.6991256, 10.6381405 44.6991256))"	6,5
"POLYGON ((10.6494564 44.6991256, 10.6494564 44.7063342, 10.6607723 44.7063342, 10.6607723 44.6991256, 10.6494564 44.6991256))"	6,6
"POLYGON ((10.6607723 44.6991256, 10.6607723 44.7063342, 10.672088200000001 44.7063342, 10.672088200000001 44.6991256, 10.6607723 44.6991256))"	6,7
"POLYGON ((10.672088200000001 44.6991256, 10.672088200000001 44.7063342, 10.6834041 44.7063342, 10.6834041 44.6991256, 10.672088200000001 44.6991256))"	6,8
"POLYGON ((10.6834041 44.6991256, 10.6834041 44.7063342, 10.69472 44.7063342, 10.69472 44.6991256, 10.6834041 44.6991256))"	6,9
"POLYGON ((10.581561 44.7063342, 10.581561 44.7135428, 10.5928769 44.7135428, 10.5928769 44.7063342, 10.581561 44.7063342))"	7,0
"POLYGON ((10.5928769 44.7063342, 10.5928769 44.7135428, 10.6041928 44.7135428, 10.6041928 44.7063342, 10.5928769 44.7063342))"	7,1
"POLYGON ((10.6041928 44.7063342, 10.6041928 44.7135428, 10.615508700000001 44.7135428, 10.615508700000001 44.7063342, 10.6041928 44.7063342))"	7,2
"POLYGON ((10.615508700000001 44.7063342, 10.615508700000001 44.7135428, 10.6268246 44.7135428, 10.6268246 44.7063342, 10.615508700000001 44.7063342))"	7,3
"POLYGON ((10.6268246 44.7063342, 10.6268246 44.7135428, 10.6381405 44.7135428, 10.6381405 44.7063342, 10.6268246 44.7063342))"	7,4
"POLYGON ((10.6381405 44.7063342, 10.6381405 44.7135428, 10.6494564 44.7135428, 10.6494564 44.7063342, 10.6381405 44.7063342))"	7,5
"POLYGON ((10.6494564 44.7063342, 10.6494564 44.7135428, 10.6607723 44.7135428, 10.6607723 44.7063342, 10.6494564 44.7063342))"	7,6
"POLYGON ((10.6607723 44.7063342, 10.6607723 44.7135428, 10.672088200000001 44.7135428, 10.672088200000001 44.7063342, 10.6607723 44.7063342))"	7,7
"POLYGON ((10.672088200000001 44.7063342, 10.672088200000001 44.7135428, 10.6834041 44.7135428, 10.6834041 44.7063342, 10.672088200000001 44.7063342))"	7,8
"POLYGON ((10.6834041 44.7063342, 10.6834041 44.7135428, 10.69472 44.7135428, 10.69472 44.7063342, 10.6834041 44.7063342))"	7,9
"POLYGON ((10.581561 44.7135428, 10.581561 44.720751400000005, 10.5928769 44.720751400000005, 10.5928769 44.7135428, 10.581561 44.7135428))"	8,0
"POLYGON ((10.5928769 44.7135428, 10.5928769 44.720751400000005, 10.6041928 44.720751400000005, 10.6041928 44.7135428, 10.5928769 44.7135428))"	8,1
"POLYGON ((10.6041928 44.7135428, 10.6041928 44.720751400000005, 10.615508700000001 44.720751400000005, 10.615508700000001 44.7135428, 10.6041928 44.7135428))"	8,2
"POLYGON ((10.615508700000001 44.7135428, 10.615508700000001 44.720751400000005, 10.6268246 44.720751400000005, 10.6268246 44.7135428, 10.615508700000001 44.7135428))"	8,3
"POLYGON ((10.6268246 44.7135428, 10.6268246 44.720751400000005, 10.6381405 44.720751400000005, 10.6381405 44.7135428, 10.6268246 44.7135428))"	8,4
"POLYGON ((10.6381405 44.7135428, 10.6381405 44.720751400000005, 10.6494564 44.720751400000005, 10.6494564 44.7135428, 10.6381405 44.7135428))"	8,5
"POLYGON ((10.6494564 44.7135428, 10.6494564 44.720751400000005, 10.6607723 44.720751400000005, 10.6607723 44.7135428, 10.6494564 44.7135428))"	8,6
"POLYGON ((10.6607723 44.7135428, 10.6607723 44.720751400000005, 10.672088200000001 44.720751400000005, 10.672088200000001 44.7135428, 10.6607723 44.7135428))"	8,7
"POLYGON ((10.672088200000001 44.7135428, 10.672088200000001 44.720751400000005, 10.6834041 44.720751400000005, 10.6834041 44.7135428, 10.672088200000001 44.7135428))"	8,8
"POLYGON ((10.6834041 44.7135428, 10.6834041 44.720751400000005, 10.69472 44.720751400000005, 10.69472 44.7135428, 10.6834041 44.7135428))"	8,9
"POLYGON ((10.581561 44.720751400000005, 10.581561 44.72796, 10.5928769 44.72796, 10.5928769 44.720751400000005, 10.581561 44.720751400000005))"	9,0
"POLYGON ((10.5928769 44.720751400000005, 10.5928769 44.72796, 10.6041928 44.72796, 10.6041928 44.720751400000005, 10.5928769 44.720751400000005))"	9,1
"POLYGON ((10.6041928 44.720751400000005, 10.6041928 44.72796, 10.615508700000001 44.72796, 10.615508700000001 44.720751400000005, 10.6041928 44.720751400000005))"	9,2
"POLYGON ((10.615508700000001 44.720751400000005, 10.615508700000001 44.72796, 10.6268246 44.72796, 10.6268246 44.720751400000005, 10.615508700000001 44.720751400000005))"	9,3
"POLYGON ((10.6268246 44.720751400000005, 10.6268246 44.72796, 10.6381405 44.72796, 10.6381405 44.720751400000005, 10.6268246 44.720751400000005))"	9,4
"POLYGON ((10.6381405 44.720751400000005, 10.6381405 44.72796, 10.6494564 44.72796, 10.6494564 44.720751400000005, 10.6381405 44.720751400000005))"	9,5
"POLYGON ((10.6494564 44.720751400000005, 10.6494564 44.72796, 10.6607723 44.72796, 10.6607723 44.720751400000005, 10.6494564 44.720751400000005))"	9,6
"POLYGON ((10.6607723 44.720751400000005, 10.6607723 44.72796, 10.672088200000001 44.72796, 10.672088200000001 44.720751400000005, 10.6607723 44.720751400000005))"	9,7
"POLYGON ((10.672088200000001 44.720751400000005, 10.672088200000001 44.72796, 10.6834041 44.72796, 10.6834041 44.720751400000005, 10.672088200000001 44.720751400000005))"	9,8
"POLYGON ((10.6834041 44.720751400000005, 10.6834041 44.72796, 10.69472 44.72796, 10.69472 44.720751400000005, 10.6834041 44.720751400000005))"	9,9
